sentence,ambiguous,reduced,post_rc_POS,surprisal
The woman who was brought the sandwich from the kitchen had <eos>,True,False,VBD,6.560707092285156
The woman who was brought the sandwich from the kitchen became <eos>,True,False,VBD,10.476043701171875
The woman who was brought the sandwich from the kitchen did <eos>,True,False,VBD,9.782705307006836
The woman who was brought the sandwich from the kitchen began <eos>,True,False,VBD,10.224156379699707
The woman who was brought the sandwich from the kitchen said <eos>,True,False,VBD,9.386651992797852
The woman who was brought the sandwich from the kitchen took <eos>,True,False,VBD,10.026975631713867
The woman who was brought the sandwich from the kitchen died <eos>,True,False,VBD,11.363240242004395
The woman who was brought the sandwich from the kitchen served <eos>,True,False,VBD,11.240316390991211
The woman who was brought the sandwich from the kitchen included <eos>,True,False,VBD,9.82811164855957
The woman who was brought the sandwich from the kitchen came <eos>,True,False,VBD,9.858391761779785
The woman who was brought the sandwich from the kitchen went <eos>,True,False,VBD,10.399847984313965
The woman who was brought the sandwich from the kitchen wrote <eos>,True,False,VBD,14.499273300170898
The woman who was brought the sandwich from the kitchen announced <eos>,True,False,VBD,15.571802139282227
The woman who was brought the sandwich from the kitchen appeared <eos>,True,False,VBD,11.392411231994629
The woman who was brought the sandwich from the kitchen remained <eos>,True,False,VBD,12.41283893585205
The woman who was brought the sandwich from the kitchen followed <eos>,True,False,VBD,12.338045120239258
The woman who was brought the sandwich from the kitchen gave <eos>,True,False,VBD,8.756767272949219
The woman who was brought the sandwich from the kitchen joined <eos>,True,False,VBD,14.452119827270508
The woman who was brought the sandwich from the kitchen reported <eos>,True,False,VBD,15.066689491271973
The woman who was brought the sandwich from the kitchen decided <eos>,True,False,VBD,14.681478500366211
The woman who was brought the sandwich from the kitchen added <eos>,True,False,VBD,14.87138557434082
The woman who was brought the sandwich from the kitchen closed <eos>,True,False,VBD,9.842463493347168
The woman who was brought the sandwich from the kitchen failed <eos>,True,False,VBD,13.90270709991455
The woman who was brought the sandwich from the kitchen lived <eos>,True,False,VBD,15.217562675476074
The woman who was brought the sandwich from the kitchen turned <eos>,True,False,VBD,13.92690658569336
The woman who was brought the sandwich from the kitchen wanted <eos>,True,False,VBD,14.064885139465332
The woman who was brought the sandwich from the kitchen attended <eos>,True,False,VBD,13.190092086791992
The woman who was brought the sandwich from the kitchen helped <eos>,True,False,VBD,11.223357200622559
The woman who was brought the sandwich from the kitchen grew <eos>,True,False,VBD,11.918782234191895
The woman who was brought the sandwich from the kitchen got <eos>,True,False,VBD,11.986273765563965
The woman who was brought the sandwich from the kitchen suffered <eos>,True,False,VBD,14.815492630004883
The woman who was brought the sandwich from the kitchen resulted <eos>,True,False,VBD,13.479036331176758
The woman who was brought the sandwich from the kitchen agreed <eos>,True,False,VBD,16.360706329345703
The woman who was brought the sandwich from the kitchen occurred <eos>,True,False,VBD,14.476858139038086
The woman who was brought the sandwich from the kitchen refused <eos>,True,False,VBD,14.320661544799805
The woman who was brought the sandwich from the kitchen showed <eos>,True,False,VBD,11.569597244262695
The woman who was brought the sandwich from the kitchen revealed <eos>,True,False,VBD,13.686225891113281
The woman who was brought the sandwich from the kitchen fell <eos>,True,False,VBD,11.498588562011719
The woman who was brought the sandwich from the kitchen argued <eos>,True,False,VBD,18.897144317626953
The woman who was brought the sandwich from the kitchen dropped <eos>,True,False,VBD,14.647502899169922
The woman who was brought the sandwich from the kitchen contributed <eos>,True,False,VBD,16.82648468017578
The woman who was brought the sandwich from the kitchen voted <eos>,True,False,VBD,17.434240341186523
The woman who was brought the sandwich from the kitchen declined <eos>,True,False,VBD,15.213788032531738
The woman who was brought the sandwich from the kitchen resigned <eos>,True,False,VBD,18.060169219970703
The woman who was brought the sandwich from the kitchen concluded <eos>,True,False,VBD,16.4382381439209
The woman who was brought the sandwich from the kitchen explained <eos>,True,False,VBD,17.525632858276367
The woman who was brought the sandwich from the kitchen participated <eos>,True,False,VBD,17.754310607910156
The woman who was brought the sandwich from the kitchen stopped <eos>,True,False,VBD,14.624197959899902
The woman who was brought the sandwich from the kitchen wounded <eos>,True,False,VBD,18.82662582397461
The woman who was brought the sandwich from the kitchen attracted <eos>,True,False,VBD,14.908790588378906
The woman who was brought the sandwich from the kitchen denied <eos>,True,False,VBD,17.20511245727539
The woman who was brought the sandwich from the kitchen happened <eos>,True,False,VBD,12.778423309326172
The woman who was brought the sandwich from the kitchen emerged <eos>,True,False,VBD,18.569730758666992
The woman who was brought the sandwich from the kitchen surrounded <eos>,True,False,VBD,14.044943809509277
The woman who was brought the sandwich from the kitchen seemed <eos>,True,False,VBD,13.880329132080078
The woman who was brought the sandwich from the kitchen traveled <eos>,True,False,VBD,18.921384811401367
The woman who was brought the sandwich from the kitchen responded <eos>,True,False,VBD,14.121044158935547
The woman who was brought the sandwich from the kitchen looked <eos>,True,False,VBD,13.71556568145752
The woman who was brought the sandwich from the kitchen landed <eos>,True,False,VBD,14.943841934204102
The woman who was brought the sandwich from the kitchen hoped <eos>,True,False,VBD,20.251636505126953
The woman who was brought the sandwich from the kitchen escaped <eos>,True,False,VBD,14.188157081604004
The woman who was brought the sandwich from the kitchen manufactured <eos>,True,False,VBD,15.111339569091797
The woman who was brought the sandwich from the kitchen pulled <eos>,True,False,VBD,14.31629467010498
The woman who was brought the sandwich from the kitchen resumed <eos>,True,False,VBD,17.75566864013672
The woman who was brought the sandwich from the kitchen demanded <eos>,True,False,VBD,15.330397605895996
The woman who was brought the sandwich from the kitchen acknowledged <eos>,True,False,VBD,19.7554988861084
The woman who was brought the sandwich from the kitchen disappeared <eos>,True,False,VBD,15.91530704498291
The woman given the sandwich from the kitchen was <eos>,False,True,VBD,4.90737771987915
The woman given the sandwich from the kitchen were <eos>,False,True,VBD,8.973146438598633
The woman given the sandwich from the kitchen had <eos>,False,True,VBD,7.267127990722656
The woman given the sandwich from the kitchen became <eos>,False,True,VBD,11.013875961303711
The woman given the sandwich from the kitchen did <eos>,False,True,VBD,10.55302906036377
The woman given the sandwich from the kitchen began <eos>,False,True,VBD,11.897411346435547
The woman given the sandwich from the kitchen said <eos>,False,True,VBD,10.510354042053223
The woman given the sandwich from the kitchen took <eos>,False,True,VBD,11.25749397277832
The woman given the sandwich from the kitchen died <eos>,False,True,VBD,12.986289978027344
The woman given the sandwich from the kitchen served <eos>,False,True,VBD,11.879363059997559
The woman given the sandwich from the kitchen included <eos>,False,True,VBD,10.151274681091309
The woman given the sandwich from the kitchen came <eos>,False,True,VBD,11.880367279052734
The woman given the sandwich from the kitchen went <eos>,False,True,VBD,11.748292922973633
The woman given the sandwich from the kitchen wrote <eos>,False,True,VBD,14.676453590393066
The woman given the sandwich from the kitchen announced <eos>,False,True,VBD,16.312440872192383
The woman given the sandwich from the kitchen appeared <eos>,False,True,VBD,12.141603469848633
The woman given the sandwich from the kitchen remained <eos>,False,True,VBD,12.842466354370117
The woman given the sandwich from the kitchen followed <eos>,False,True,VBD,13.065752983093262
The woman given the sandwich from the kitchen gave <eos>,False,True,VBD,10.18540096282959
The woman given the sandwich from the kitchen joined <eos>,False,True,VBD,15.852666854858398
The woman given the sandwich from the kitchen reported <eos>,False,True,VBD,14.908782005310059
The woman given the sandwich from the kitchen decided <eos>,False,True,VBD,15.941475868225098
The woman given the sandwich from the kitchen added <eos>,False,True,VBD,14.696799278259277
The woman given the sandwich from the kitchen closed <eos>,False,True,VBD,10.14169979095459
The woman given the sandwich from the kitchen failed <eos>,False,True,VBD,14.793557167053223
The woman given the sandwich from the kitchen lived <eos>,False,True,VBD,16.914669036865234
The woman given the sandwich from the kitchen turned <eos>,False,True,VBD,14.765376091003418
The woman given the sandwich from the kitchen wanted <eos>,False,True,VBD,15.02356243133545
The woman given the sandwich from the kitchen attended <eos>,False,True,VBD,14.370691299438477
The woman given the sandwich from the kitchen helped <eos>,False,True,VBD,12.344475746154785
The woman given the sandwich from the kitchen grew <eos>,False,True,VBD,13.398456573486328
The woman given the sandwich from the kitchen got <eos>,False,True,VBD,13.732682228088379
The woman given the sandwich from the kitchen suffered <eos>,False,True,VBD,14.488325119018555
The woman given the sandwich from the kitchen resulted <eos>,False,True,VBD,14.9387845993042
The woman given the sandwich from the kitchen agreed <eos>,False,True,VBD,17.31119728088379
The woman given the sandwich from the kitchen occurred <eos>,False,True,VBD,15.844259262084961
The woman given the sandwich from the kitchen refused <eos>,False,True,VBD,14.476946830749512
The woman given the sandwich from the kitchen showed <eos>,False,True,VBD,12.079245567321777
The woman given the sandwich from the kitchen revealed <eos>,False,True,VBD,14.78477668762207
The woman given the sandwich from the kitchen fell <eos>,False,True,VBD,12.542831420898438
The woman given the sandwich from the kitchen argued <eos>,False,True,VBD,18.91927146911621
The woman given the sandwich from the kitchen dropped <eos>,False,True,VBD,15.630377769470215
The woman given the sandwich from the kitchen contributed <eos>,False,True,VBD,16.83820915222168
The woman given the sandwich from the kitchen voted <eos>,False,True,VBD,18.229225158691406
The woman given the sandwich from the kitchen declined <eos>,False,True,VBD,15.756796836853027
The woman given the sandwich from the kitchen resigned <eos>,False,True,VBD,19.013883590698242
The woman given the sandwich from the kitchen concluded <eos>,False,True,VBD,17.186616897583008
The woman given the sandwich from the kitchen explained <eos>,False,True,VBD,16.480716705322266
The woman given the sandwich from the kitchen participated <eos>,False,True,VBD,17.9752254486084
The woman given the sandwich from the kitchen stopped <eos>,False,True,VBD,16.43398094177246
The woman given the sandwich from the kitchen wounded <eos>,False,True,VBD,18.895496368408203
The woman given the sandwich from the kitchen attracted <eos>,False,True,VBD,15.33954906463623
The woman given the sandwich from the kitchen denied <eos>,False,True,VBD,17.18180274963379
The woman given the sandwich from the kitchen happened <eos>,False,True,VBD,14.42223072052002
The woman given the sandwich from the kitchen emerged <eos>,False,True,VBD,18.8836612701416
The woman given the sandwich from the kitchen surrounded <eos>,False,True,VBD,15.069828033447266
The woman given the sandwich from the kitchen seemed <eos>,False,True,VBD,14.7383394241333
The woman given the sandwich from the kitchen traveled <eos>,False,True,VBD,20.325056076049805
The woman given the sandwich from the kitchen responded <eos>,False,True,VBD,14.964518547058105
The woman given the sandwich from the kitchen looked <eos>,False,True,VBD,16.448387145996094
The woman given the sandwich from the kitchen landed <eos>,False,True,VBD,17.115198135375977
The woman given the sandwich from the kitchen hoped <eos>,False,True,VBD,20.655441284179688
The woman given the sandwich from the kitchen escaped <eos>,False,True,VBD,15.62530517578125
The woman given the sandwich from the kitchen manufactured <eos>,False,True,VBD,15.139274597167969
The woman given the sandwich from the kitchen pulled <eos>,False,True,VBD,15.536242485046387
The woman given the sandwich from the kitchen resumed <eos>,False,True,VBD,19.8904972076416
The woman given the sandwich from the kitchen demanded <eos>,False,True,VBD,15.779684066772461
The woman given the sandwich from the kitchen acknowledged <eos>,False,True,VBD,19.719013214111328
The woman given the sandwich from the kitchen disappeared <eos>,False,True,VBD,16.597084045410156
The woman who was given the sandwich from the kitchen was <eos>,False,False,VBD,2.7895140647888184
The woman who was given the sandwich from the kitchen were <eos>,False,False,VBD,7.854445457458496
The woman who was given the sandwich from the kitchen had <eos>,False,False,VBD,5.007413387298584
The woman who was given the sandwich from the kitchen became <eos>,False,False,VBD,9.11986255645752
The woman who was given the sandwich from the kitchen did <eos>,False,False,VBD,8.649581909179688
The woman who was given the sandwich from the kitchen began <eos>,False,False,VBD,9.901714324951172
The woman who was given the sandwich from the kitchen said <eos>,False,False,VBD,8.904449462890625
The woman who was given the sandwich from the kitchen took <eos>,False,False,VBD,9.352531433105469
The woman who was given the sandwich from the kitchen died <eos>,False,False,VBD,10.666706085205078
The woman who was given the sandwich from the kitchen served <eos>,False,False,VBD,10.485005378723145
The woman who was given the sandwich from the kitchen included <eos>,False,False,VBD,8.70452880859375
The woman who was given the sandwich from the kitchen came <eos>,False,False,VBD,9.812934875488281
The woman who was given the sandwich from the kitchen went <eos>,False,False,VBD,9.598265647888184
The woman who was given the sandwich from the kitchen wrote <eos>,False,False,VBD,13.182601928710938
The woman who was given the sandwich from the kitchen announced <eos>,False,False,VBD,14.449238777160645
The woman who was given the sandwich from the kitchen appeared <eos>,False,False,VBD,10.584318161010742
The woman who was given the sandwich from the kitchen remained <eos>,False,False,VBD,10.930058479309082
The woman who was given the sandwich from the kitchen followed <eos>,False,False,VBD,12.73073959350586
The woman who was given the sandwich from the kitchen gave <eos>,False,False,VBD,8.025731086730957
The woman who was given the sandwich from the kitchen joined <eos>,False,False,VBD,14.121123313903809
The woman who was given the sandwich from the kitchen reported <eos>,False,False,VBD,13.048609733581543
The woman who was given the sandwich from the kitchen decided <eos>,False,False,VBD,13.734211921691895
The woman who was given the sandwich from the kitchen added <eos>,False,False,VBD,13.705348014831543
The woman who was given the sandwich from the kitchen closed <eos>,False,False,VBD,8.549674034118652
The woman who was given the sandwich from the kitchen failed <eos>,False,False,VBD,12.12878704071045
The woman who was given the sandwich from the kitchen lived <eos>,False,False,VBD,14.839879035949707
The woman who was given the sandwich from the kitchen turned <eos>,False,False,VBD,13.295442581176758
The woman who was given the sandwich from the kitchen wanted <eos>,False,False,VBD,12.849583625793457
The woman who was given the sandwich from the kitchen attended <eos>,False,False,VBD,13.210247039794922
The woman who was given the sandwich from the kitchen helped <eos>,False,False,VBD,10.884997367858887
The woman who was given the sandwich from the kitchen grew <eos>,False,False,VBD,11.310798645019531
The woman who was given the sandwich from the kitchen got <eos>,False,False,VBD,11.510286331176758
The woman who was given the sandwich from the kitchen suffered <eos>,False,False,VBD,12.9003267288208
The woman who was given the sandwich from the kitchen resulted <eos>,False,False,VBD,12.944911003112793
The woman who was given the sandwich from the kitchen agreed <eos>,False,False,VBD,15.124286651611328
The woman who was given the sandwich from the kitchen occurred <eos>,False,False,VBD,14.300164222717285
The woman who was given the sandwich from the kitchen refused <eos>,False,False,VBD,12.192472457885742
The woman who was given the sandwich from the kitchen showed <eos>,False,False,VBD,10.12707233428955
The woman who was given the sandwich from the kitchen revealed <eos>,False,False,VBD,12.819613456726074
The woman who was given the sandwich from the kitchen fell <eos>,False,False,VBD,10.231056213378906
The woman who was given the sandwich from the kitchen argued <eos>,False,False,VBD,17.381813049316406
The woman who was given the sandwich from the kitchen dropped <eos>,False,False,VBD,13.70516300201416
The woman who was given the sandwich from the kitchen contributed <eos>,False,False,VBD,15.505695343017578
The woman who was given the sandwich from the kitchen voted <eos>,False,False,VBD,16.27056121826172
The woman who was given the sandwich from the kitchen declined <eos>,False,False,VBD,13.685234069824219
The woman who was given the sandwich from the kitchen resigned <eos>,False,False,VBD,16.96835708618164
The woman who was given the sandwich from the kitchen concluded <eos>,False,False,VBD,15.609670639038086
The woman who was given the sandwich from the kitchen explained <eos>,False,False,VBD,15.772272109985352
The woman who was given the sandwich from the kitchen participated <eos>,False,False,VBD,16.69106101989746
The woman who was given the sandwich from the kitchen stopped <eos>,False,False,VBD,14.513716697692871
The woman who was given the sandwich from the kitchen wounded <eos>,False,False,VBD,18.271957397460938
The woman who was given the sandwich from the kitchen attracted <eos>,False,False,VBD,13.61440372467041
The woman who was given the sandwich from the kitchen denied <eos>,False,False,VBD,15.272722244262695
The woman who was given the sandwich from the kitchen happened <eos>,False,False,VBD,13.361821174621582
The woman who was given the sandwich from the kitchen emerged <eos>,False,False,VBD,17.72971534729004
The woman who was given the sandwich from the kitchen surrounded <eos>,False,False,VBD,14.684438705444336
The woman who was given the sandwich from the kitchen seemed <eos>,False,False,VBD,13.031627655029297
The woman who was given the sandwich from the kitchen traveled <eos>,False,False,VBD,18.347139358520508
The woman who was given the sandwich from the kitchen responded <eos>,False,False,VBD,12.17087459564209
The woman who was given the sandwich from the kitchen looked <eos>,False,False,VBD,14.09542465209961
The woman who was given the sandwich from the kitchen landed <eos>,False,False,VBD,14.90918254852295
The woman who was given the sandwich from the kitchen hoped <eos>,False,False,VBD,18.701805114746094
The woman who was given the sandwich from the kitchen escaped <eos>,False,False,VBD,13.272869110107422
The woman who was given the sandwich from the kitchen manufactured <eos>,False,False,VBD,13.968921661376953
The woman who was given the sandwich from the kitchen pulled <eos>,False,False,VBD,13.862019538879395
The woman who was given the sandwich from the kitchen resumed <eos>,False,False,VBD,17.42019271850586
The woman who was given the sandwich from the kitchen demanded <eos>,False,False,VBD,14.237318992614746
The woman who was given the sandwich from the kitchen acknowledged <eos>,False,False,VBD,18.566871643066406
The woman who was given the sandwich from the kitchen disappeared <eos>,False,False,VBD,14.763442993164062
The captive walked into the dark cave was <eos>,True,True,VBD,13.177998542785645
The captive walked into the dark cave were <eos>,True,True,VBD,13.714107513427734
The captive walked into the dark cave had <eos>,True,True,VBD,13.783085823059082
The captive walked into the dark cave became <eos>,True,True,VBD,18.39032745361328
The captive walked into the dark cave did <eos>,True,True,VBD,18.13522720336914
The captive walked into the dark cave began <eos>,True,True,VBD,17.4509220123291
The captive walked into the dark cave said <eos>,True,True,VBD,15.985018730163574
The captive walked into the dark cave took <eos>,True,True,VBD,17.345172882080078
The captive walked into the dark cave died <eos>,True,True,VBD,17.380325317382812
The captive walked into the dark cave served <eos>,True,True,VBD,16.598066329956055
The captive walked into the dark cave included <eos>,True,True,VBD,18.243919372558594
The captive walked into the dark cave came <eos>,True,True,VBD,18.36842155456543
The captive walked into the dark cave went <eos>,True,True,VBD,17.22686004638672
The captive walked into the dark cave wrote <eos>,True,True,VBD,19.82123565673828
The captive walked into the dark cave announced <eos>,True,True,VBD,19.833791732788086
The captive walked into the dark cave appeared <eos>,True,True,VBD,17.212873458862305
The captive walked into the dark cave remained <eos>,True,True,VBD,19.348243713378906
The captive walked into the dark cave followed <eos>,True,True,VBD,14.222336769104004
The captive walked into the dark cave gave <eos>,True,True,VBD,15.389801979064941
The captive walked into the dark cave joined <eos>,True,True,VBD,17.632062911987305
The captive walked into the dark cave reported <eos>,True,True,VBD,18.137802124023438
The captive walked into the dark cave decided <eos>,True,True,VBD,17.18376350402832
The captive walked into the dark cave added <eos>,True,True,VBD,21.46019744873047
The captive walked into the dark cave closed <eos>,True,True,VBD,13.604708671569824
The captive walked into the dark cave failed <eos>,True,True,VBD,17.697011947631836
The captive walked into the dark cave lived <eos>,True,True,VBD,16.06900405883789
The captive walked into the dark cave turned <eos>,True,True,VBD,16.273847579956055
The captive walked into the dark cave wanted <eos>,True,True,VBD,18.52730941772461
The captive walked into the dark cave attended <eos>,True,True,VBD,17.290517807006836
The captive walked into the dark cave helped <eos>,True,True,VBD,16.77915382385254
The captive walked into the dark cave grew <eos>,True,True,VBD,20.152557373046875
The captive walked into the dark cave got <eos>,True,True,VBD,18.41811752319336
The captive walked into the dark cave suffered <eos>,True,True,VBD,19.40990447998047
The captive walked into the dark cave resulted <eos>,True,True,VBD,17.89451789855957
The captive walked into the dark cave agreed <eos>,True,True,VBD,20.44584083557129
The captive walked into the dark cave occurred <eos>,True,True,VBD,20.449010848999023
The captive walked into the dark cave refused <eos>,True,True,VBD,19.03012466430664
The captive walked into the dark cave showed <eos>,True,True,VBD,16.464031219482422
The captive walked into the dark cave revealed <eos>,True,True,VBD,14.76019287109375
The captive walked into the dark cave fell <eos>,True,True,VBD,17.77627182006836
The captive walked into the dark cave argued <eos>,True,True,VBD,20.17609977722168
The captive walked into the dark cave dropped <eos>,True,True,VBD,18.205659866333008
The captive walked into the dark cave contributed <eos>,True,True,VBD,21.489423751831055
The captive walked into the dark cave voted <eos>,True,True,VBD,20.70083999633789
The captive walked into the dark cave declined <eos>,True,True,VBD,22.640844345092773
The captive walked into the dark cave resigned <eos>,True,True,VBD,22.306320190429688
The captive walked into the dark cave concluded <eos>,True,True,VBD,21.076099395751953
The captive walked into the dark cave explained <eos>,True,True,VBD,20.41143226623535
The captive walked into the dark cave participated <eos>,True,True,VBD,22.17578125
The captive walked into the dark cave stopped <eos>,True,True,VBD,17.812284469604492
The captive walked into the dark cave wounded <eos>,True,True,VBD,20.643739700317383
The captive walked into the dark cave attracted <eos>,True,True,VBD,19.854440689086914
The captive walked into the dark cave denied <eos>,True,True,VBD,20.716672897338867
The captive walked into the dark cave happened <eos>,True,True,VBD,20.168243408203125
The captive walked into the dark cave emerged <eos>,True,True,VBD,22.751976013183594
The captive walked into the dark cave surrounded <eos>,True,True,VBD,11.17130184173584
The captive walked into the dark cave seemed <eos>,True,True,VBD,18.586448669433594
The captive walked into the dark cave traveled <eos>,True,True,VBD,20.5252742767334
The captive walked into the dark cave responded <eos>,True,True,VBD,19.64418601989746
The captive walked into the dark cave looked <eos>,True,True,VBD,16.91790008544922
The captive walked into the dark cave landed <eos>,True,True,VBD,20.791851043701172
The captive walked into the dark cave hoped <eos>,True,True,VBD,25.851755142211914
The captive walked into the dark cave escaped <eos>,True,True,VBD,19.411821365356445
The captive walked into the dark cave manufactured <eos>,True,True,VBD,21.202882766723633
The captive walked into the dark cave pulled <eos>,True,True,VBD,18.975257873535156
The captive walked into the dark cave resumed <eos>,True,True,VBD,22.441173553466797
The captive walked into the dark cave demanded <eos>,True,True,VBD,17.86834144592285
The captive walked into the dark cave acknowledged <eos>,True,True,VBD,22.337736129760742
The captive walked into the dark cave disappeared <eos>,True,True,VBD,19.10639190673828
The captive who was walked into the dark cave was <eos>,True,False,VBD,3.727452039718628
The captive who was walked into the dark cave were <eos>,True,False,VBD,7.887679100036621
The captive who was walked into the dark cave had <eos>,True,False,VBD,6.33321475982666
The captive who was walked into the dark cave became <eos>,True,False,VBD,9.669486045837402
The captive who was walked into the dark cave did <eos>,True,False,VBD,9.444733619689941
The captive who was walked into the dark cave began <eos>,True,False,VBD,10.191866874694824
The captive who was walked into the dark cave said <eos>,True,False,VBD,12.136696815490723
The captive who was walked into the dark cave took <eos>,True,False,VBD,9.853143692016602
The captive who was walked into the dark cave died <eos>,True,False,VBD,11.160971641540527
The captive who was walked into the dark cave served <eos>,True,False,VBD,11.600639343261719
The captive who was walked into the dark cave included <eos>,True,False,VBD,12.498039245605469
The captive who was walked into the dark cave came <eos>,True,False,VBD,10.339998245239258
The captive who was walked into the dark cave went <eos>,True,False,VBD,9.69633960723877
The captive who was walked into the dark cave wrote <eos>,True,False,VBD,13.80345630645752
The captive who was walked into the dark cave announced <eos>,True,False,VBD,16.229867935180664
The captive who was walked into the dark cave appeared <eos>,True,False,VBD,11.098881721496582
The captive who was walked into the dark cave remained <eos>,True,False,VBD,12.23814868927002
